證券代碼,簡稱,年月日,報酬率小數點
2002,中鋼         ,20180629,0.019355
2002,中鋼         ,20180702,-0.018987
2002,中鋼         ,20180703,0
2002,中鋼         ,20180704,0.010753
2002,中鋼         ,20180705,-0.002128
2002,中鋼         ,20180706,0.002132
2002,中鋼         ,20180709,0.004255
2002,中鋼         ,20180710,0.002119
2002,中鋼         ,20180711,0.002114
2002,中鋼         ,20180712,0.004219
2002,中鋼         ,20180713,0.004202
2002,中鋼         ,20180716,0
2002,中鋼         ,20180717,0.004184
2002,中鋼         ,20180718,0.004167
2002,中鋼         ,20180719,0.004149
2002,中鋼         ,20180720,0.002066
2002,中鋼         ,20180723,0
2002,中鋼         ,20180724,0.020619
2002,中鋼         ,20180725,0.00202
2002,中鋼         ,20180726,0.029435
2002,中鋼         ,20180727,0
2002,中鋼         ,20180730,0.006085
2002,中鋼         ,20180731,0.008065
2002,中鋼         ,20180801,-0.002
2002,中鋼         ,20180802,-0.012024
2002,中鋼         ,20180803,0.004057
2002,中鋼         ,20180806,0.006061
2002,中鋼         ,20180807,0
2002,中鋼         ,20180808,0.002008
2002,中鋼         ,20180809,-0.004008
2002,中鋼         ,20180810,-0.012072
2002,中鋼         ,20180813,-0.008147
2002,中鋼         ,20180814,0.024641
2002,中鋼         ,20180815,-0.008016
2002,中鋼         ,20180816,0.006061
2002,中鋼         ,20180817,-0.01004
2002,中鋼         ,20180820,0.01217
2002,中鋼         ,20180821,0.002004
2002,中鋼         ,20180822,0.012
2002,中鋼         ,20180823,0.007905
2002,中鋼         ,20180824,-0.009804
2002,中鋼         ,20180827,0.00198
2002,中鋼         ,20180828,0.007905
2002,中鋼         ,20180829,-0.001961
2002,中鋼         ,20180830,-0.007859
2002,中鋼         ,20180831,-0.00396
2002,中鋼         ,20180903,-0.011928
2002,中鋼         ,20180904,0.004024
2002,中鋼         ,20180905,-0.012024
2002,中鋼         ,20180906,0.006085
2002,中鋼         ,20180907,-0.004032
2002,中鋼         ,20180910,-0.004049
2002,中鋼         ,20180911,-0.002033
2002,中鋼         ,20180912,-0.010183
2002,中鋼         ,20180913,0.006173
2002,中鋼         ,20180914,0
2002,中鋼         ,20180917,0.002045
2002,中鋼         ,20180918,0.020408
2002,中鋼         ,20180919,0.004
2002,中鋼         ,20180920,-0.003984
2002,中鋼         ,20180921,0.01
2002,中鋼         ,20180925,0.00396
2002,中鋼         ,20180926,0.003945
2002,中鋼         ,20180927,0
2002,中鋼         ,20180928,0.001965
2002,中鋼         ,20181001,0
2002,中鋼         ,20181002,-0.011765
2002,中鋼         ,20181003,0.009921
2002,中鋼         ,20181004,-0.001965
2002,中鋼         ,20181005,-0.011811
2002,中鋼         ,20181008,0.005976
2002,中鋼         ,20181009,0.00396
2002,中鋼         ,20181011,-0.045365
2002,中鋼         ,20181012,0.012397
2002,中鋼         ,20181015,-0.018367
2002,中鋼         ,20181016,0.016632
2002,中鋼         ,20181017,-0.01227
2002,中鋼         ,20181018,0.004141
2002,中鋼         ,20181019,0.002062
2002,中鋼         ,20181022,-0.006173
2002,中鋼         ,20181023,0
2002,中鋼         ,20181024,-0.018634
2002,中鋼         ,20181025,0.00211
2002,中鋼         ,20181026,-0.004211
2002,中鋼         ,20181029,0.004228
2002,中鋼         ,20181030,0.016842
2002,中鋼         ,20181031,0.010352
2002,中鋼         ,20181101,-0.014344
2002,中鋼         ,20181102,0.004158
2002,中鋼         ,20181105,0.008282
2002,中鋼         ,20181106,0
2002,中鋼         ,20181107,0.00616
2002,中鋼         ,20181108,0.008163
2002,中鋼         ,20181109,-0.018219
2002,中鋼         ,20181112,0
2002,中鋼         ,20181113,0
2002,中鋼         ,20181114,-0.006186
2002,中鋼         ,20181115,0
2002,中鋼         ,20181116,0.014523
2002,中鋼         ,20181119,0.002045
2002,中鋼         ,20181120,-0.010204
2002,中鋼         ,20181121,-0.008247
2002,中鋼         ,20181122,0
2002,中鋼         ,20181123,-0.008316
2002,中鋼         ,20181126,0.004193
2002,中鋼         ,20181127,-0.012526
2002,中鋼         ,20181128,0.008457
2002,中鋼         ,20181129,0
2002,中鋼         ,20181130,0.006289
2002,中鋼         ,20181203,0.010417
2002,中鋼         ,20181204,0.008247
2002,中鋼         ,20181205,-0.00818
2002,中鋼         ,20181206,-0.012371
2002,中鋼         ,20181207,-0.002088
2002,中鋼         ,20181210,-0.004184
2002,中鋼         ,20181211,0.006303
2002,中鋼         ,20181212,0.016701
2002,中鋼         ,20181213,-0.002053
2002,中鋼         ,20181214,-0.006173
2002,中鋼         ,20181217,-0.004141
2002,中鋼         ,20181218,0
2002,中鋼         ,20181219,0.010395
2002,中鋼         ,20181220,0
2002,中鋼         ,20181221,-0.004115
2002,中鋼         ,20181222,-0.006198
2002,中鋼         ,20181224,0.004158
2002,中鋼         ,20181225,-0.014493
2002,中鋼         ,20181226,0
2002,中鋼         ,20181227,0.006303
2002,中鋼         ,20181228,0.012526
2207,和泰車       ,20180102,0.014124
2207,和泰車       ,20180103,0.005571
2207,和泰車       ,20180104,-0.020776
2207,和泰車       ,20180105,-0.002829
2207,和泰車       ,20180108,0.015603
2207,和泰車       ,20180109,-0.005587
2207,和泰車       ,20180110,-0.002809
2207,和泰車       ,20180111,-0.009859
2207,和泰車       ,20180112,0.001422
2207,和泰車       ,20180115,0.002841
2207,和泰車       ,20180116,0.01983
2207,和泰車       ,20180117,0.016667
2207,和泰車       ,20180118,0.005464
2207,和泰車       ,20180119,0.004076
2207,和泰車       ,20180122,-0.00406
2207,和泰車       ,20180123,0.01087
2207,和泰車       ,20180124,-0.014785
2207,和泰車       ,20180125,0.058663
2207,和泰車       ,20180126,-0.007732
2207,和泰車       ,20180129,-0.001299
2207,和泰車       ,20180130,-0.029909
2207,和泰車       ,20180131,0.017426
2207,和泰車       ,20180201,-0.018445
2207,和泰車       ,20180202,-0.006711
2207,和泰車       ,20180205,0.008108
2207,和泰車       ,20180206,-0.085791
2207,和泰車       ,20180207,-0.010264
2207,和泰車       ,20180208,0.008889
2207,和泰車       ,20180209,-0.024963
2207,和泰車       ,20180212,-0.018072
2207,和泰車       ,20180221,0.033742
2207,和泰車       ,20180222,-0.023739
2207,和泰車       ,20180223,0.021277
2207,和泰車       ,20180226,-0.020833
2207,和泰車       ,20180227,-0.010638
2207,和泰車       ,20180301,0.00768
2207,和泰車       ,20180302,-0.007622
2207,和泰車       ,20180305,-0.006144
2207,和泰車       ,20180306,0.012365
2207,和泰車       ,20180307,-0.022901
2207,和泰車       ,20180308,-0.020312
2207,和泰車       ,20180309,0
2207,和泰車       ,20180312,0.007974
2207,和泰車       ,20180313,0.006329
2207,和泰車       ,20180314,-0.003145
2207,和泰車       ,20180315,-0.018927
2207,和泰車       ,20180316,-0.027331
2207,和泰車       ,20180319,-0.018182
2207,和泰車       ,20180320,0.005051
2207,和泰車       ,20180321,0.01005
2207,和泰車       ,20180322,-0.0199
2207,和泰車       ,20180323,0.003384
2207,和泰車       ,20180326,-0.006745
2207,和泰車       ,20180327,0.018676
2207,和泰車       ,20180328,-0.011667
2207,和泰車       ,20180329,-0.020236
2207,和泰車       ,20180330,0.013769
2207,和泰車       ,20180331,0.001698
2207,和泰車       ,20180402,-0.011864
2207,和泰車       ,20180403,-0.001715
2207,和泰車       ,20180409,0.015464
2207,和泰車       ,20180410,-0.018613
2207,和泰車       ,20180411,0.022414
2207,和泰車       ,20180412,0.001686
2207,和泰車       ,20180413,-0.006734
2207,和泰車       ,20180416,0
2207,和泰車       ,20180417,0.001695
2207,和泰車       ,20180418,0.005076
2207,和泰車       ,20180419,-0.008418
2207,和泰車       ,20180420,0.016978
2207,和泰車       ,20180423,-0.008347
2207,和泰車       ,20180424,-0.006734
2207,和泰車       ,20180425,-0.010169
2207,和泰車       ,20180426,-0.003425
2207,和泰車       ,20180427,-0.001718
2207,和泰車       ,20180430,0.003442
2207,和泰車       ,20180502,0.005146
2207,和泰車       ,20180503,-0.008532
2207,和泰車       ,20180504,-0.018933
2207,和泰車       ,20180507,0.008772
2207,和泰車       ,20180508,-0.001739
2207,和泰車       ,20180509,0.012195
2207,和泰車       ,20180510,-0.010327
2207,和泰車       ,20180511,0.001739
2207,和泰車       ,20180514,0.001736
2207,和泰車       ,20180515,-0.005199
2207,和泰車       ,20180516,-0.001742
2207,和泰車       ,20180517,-0.020942
2207,和泰車       ,20180518,0.001783
2207,和泰車       ,20180521,-0.001779
2207,和泰車       ,20180522,0.00713
2207,和泰車       ,20180523,-0.019469
2207,和泰車       ,20180524,0.00361
2207,和泰車       ,20180525,-0.001799
2207,和泰車       ,20180528,-0.007207
2207,和泰車       ,20180529,0.010889
2207,和泰車       ,20180530,-0.035907
2207,和泰車       ,20180531,0.018622
2207,和泰車       ,20180601,-0.02011
2207,和泰車       ,20180604,0.022388
2207,和泰車       ,20180605,0.031022
2207,和泰車       ,20180606,0
2207,和泰車       ,20180607,0.012389
2207,和泰車       ,20180608,-0.019231
2207,和泰車       ,20180611,0.017825
2207,和泰車       ,20180612,0.008757
2207,和泰車       ,20180613,0.003472
2207,和泰車       ,20180614,-0.029412
2207,和泰車       ,20180615,0.024955
2207,和泰車       ,20180619,-0.033043
2207,和泰車       ,20180620,0.019784
2207,和泰車       ,20180621,-0.0194
2207,和泰車       ,20180622,-0.003597
2207,和泰車       ,20180625,-0.023466
2207,和泰車       ,20180626,-0.001848
2207,和泰車       ,20180627,-0.011111
2207,和泰車       ,20180628,0
2207,和泰車       ,20180629,0.005618
2207,和泰車       ,20180702,-0.011173
2207,和泰車       ,20180703,-0.018832
2207,和泰車       ,20180704,0.005758
2207,和泰車       ,20180705,-0.007634
2207,和泰車       ,20180706,0.003846
2207,和泰車       ,20180709,-0.001916
2207,和泰車       ,20180710,0.011516
2207,和泰車       ,20180711,-0.001898
2207,和泰車       ,20180712,0.019011
2207,和泰車       ,20180713,0.033582
2207,和泰車       ,20180716,-0.01444
2207,和泰車       ,20180717,0.010989
2207,和泰車       ,20180718,0.022727
2207,和泰車       ,20180719,-0.014815
2207,和泰車       ,20180720,0
2207,和泰車       ,20180723,0.00188
2207,和泰車       ,20180724,0
2207,和泰車       ,20180725,-0.011257
2207,和泰車       ,20180726,0.00759
2207,和泰車       ,20180727,0.001883
2207,和泰車       ,20180730,0.007519
2207,和泰車       ,20180731,-0.007463
2207,和泰車       ,20180801,0.007519
2207,和泰車       ,20180802,0
2207,和泰車       ,20180803,-0.005597
2207,和泰車       ,20180806,0.003752
2207,和泰車       ,20180807,-0.016822
2207,和泰車       ,20180808,0.015209
2207,和泰車       ,20180809,-0.005618
2207,和泰車       ,20180810,-0.00565
2207,和泰車       ,20180813,-0.015152
2207,和泰車       ,20180814,0
2207,和泰車       ,20180815,-0.015385
2207,和泰車       ,20180816,-0.005859
2207,和泰車       ,20180817,-0.007859
2207,和泰車       ,20180820,0
2207,和泰車       ,20180821,0.031683
2207,和泰車       ,20180822,-0.009597
2207,和泰車       ,20180823,0.01938
2207,和泰車       ,20180824,-0.003802
2207,和泰車       ,20180827,0.005725
2207,和泰車       ,20180828,0.005693
2207,和泰車       ,20180829,0.00566
2207,和泰車       ,20180830,-0.003752
2207,和泰車       ,20180831,0.001883
2207,和泰車       ,20180903,-0.011278
2207,和泰車       ,20180904,0.007605
2207,和泰車       ,20180905,-0.026415
2207,和泰車       ,20180906,-0.007752
2207,和泰車       ,20180907,-0.009766
2207,和泰車       ,20180910,0.009862
2207,和泰車       ,20180911,0.005859
2207,和泰車       ,20180912,-0.013592
2207,和泰車       ,20180913,0.007874
2207,和泰車       ,20180914,0.025391
2207,和泰車       ,20180917,-0.020952
2207,和泰車       ,20180918,0.001946
2207,和泰車       ,20180919,0.027184
2207,和泰車       ,20180920,-0.017013
2207,和泰車       ,20180921,0.001923
2207,和泰車       ,20180925,0
2207,和泰車       ,20180926,-0.017274
2207,和泰車       ,20180927,0.023438
2207,和泰車       ,20180928,-0.001908
2207,和泰車       ,20181001,0.003824
2207,和泰車       ,20181002,-0.017143
2207,和泰車       ,20181003,0.005814
2207,和泰車       ,20181004,-0.017341
2207,和泰車       ,20181005,-0.005882
2207,和泰車       ,20181008,-0.005917
2207,和泰車       ,20181009,0.001984
2207,和泰車       ,20181011,-0.09505
2207,和泰車       ,20181012,0.028446
2207,和泰車       ,20181015,-0.021277
2207,和泰車       ,20181016,-0.013043
2207,和泰車       ,20181017,-0.022026
2207,和泰車       ,20181018,-0.022523
2207,和泰車       ,20181019,-0.048387
2207,和泰車       ,20181022,0.01937
2207,和泰車       ,20181023,-0.011876
2207,和泰車       ,20181024,-0.007212
2207,和泰車       ,20181025,-0.007264
2207,和泰車       ,20181026,-0.017073
2207,和泰車       ,20181029,0.024814
2207,和泰車       ,20181030,0.007264
2207,和泰車       ,20181031,0.026442
2207,和泰車       ,20181101,-0.018735
2207,和泰車       ,20181102,0.026253
2207,和泰車       ,20181105,-0.004651
2207,和泰車       ,20181106,-0.007009
2207,和泰車       ,20181107,0.014118
2207,和泰車       ,20181108,0.016241
2207,和泰車       ,20181109,-0.006849
2207,和泰車       ,20181112,0
2207,和泰車       ,20181113,-0.022989
2207,和泰車       ,20181114,0.021176
2207,和泰車       ,20181115,0.011521
2207,和泰車       ,20181116,0.006834
2207,和泰車       ,20181119,0.045249
2207,和泰車       ,20181120,-0.015152
2207,和泰車       ,20181121,0.004396
2207,和泰車       ,20181122,-0.004376
2207,和泰車       ,20181123,-0.013187
2207,和泰車       ,20181126,0.011136
2207,和泰車       ,20181127,0.006608
2207,和泰車       ,20181128,0.02407
2207,和泰車       ,20181129,-0.010684
2207,和泰車       ,20181130,0.023758
2207,和泰車       ,20181203,0.012658
2207,和泰車       ,20181204,0.029167
2207,和泰車       ,20181205,-0.006073
2207,和泰車       ,20181206,-0.01833
2207,和泰車       ,20181207,0.004149
2207,和泰車       ,20181210,-0.014463
2207,和泰車       ,20181211,0.006289
2207,和泰車       ,20181212,0.03125
2207,和泰車       ,20181213,0.022222
2207,和泰車       ,20181214,-0.005929
2207,和泰車       ,20181217,-0.001988
2207,和泰車       ,20181218,0.011952
2207,和泰車       ,20181219,0.017717
2207,和泰車       ,20181220,-0.021277
2207,和泰車       ,20181221,0.013834
2207,和泰車       ,20181222,0.001949
2207,和泰車       ,20181224,-0.01751
2207,和泰車       ,20181225,-0.023762
2207,和泰車       ,20181226,-0.004057
2207,和泰車       ,20181227,0.01833
2207,和泰車       ,20181228,0.022
2330,台積電       ,20180102,0.013072
2330,台積電       ,20180103,0.019355
2330,台積電       ,20180104,0.010549
2330,台積電       ,20180105,0.002088
2330,台積電       ,20180108,0.008333
2330,台積電       ,20180109,0
2330,台積電       ,20180110,-0.022727
2330,台積電       ,20180111,-0.006342
2330,台積電       ,20180112,0.008511
2330,台積電       ,20180115,0.012658
2330,台積電       ,20180116,0.002083
2330,台積電       ,20180117,0.006237
2330,台積電       ,20180118,0.02686
2330,台積電       ,20180119,0.028169
2330,台積電       ,20180122,0.023483
2330,台積電       ,20180123,0.017208
2330,台積電       ,20180124,-0.030075
2330,台積電       ,20180125,0
2330,台積電       ,20180126,-0.011628
2330,台積電       ,20180129,0.013725
2330,台積電       ,20180130,-0.021277
2330,台積電       ,20180131,0.007905
2330,台積電       ,20180201,0.017647
2330,台積電       ,20180202,0
2330,台積電       ,20180205,-0.025048
2330,台積電       ,20180206,-0.055336
2330,台積電       ,20180207,0.004184
2330,台積電       ,20180208,-0.00625
2330,台積電       ,20180209,-0.025157
2330,台積電       ,20180212,0.017204
2330,台積電       ,20180221,0.02537
2330,台積電       ,20180222,-0.012371
2330,台積電       ,20180223,0.022965
2330,台積電       ,20180226,0.006122
2330,台積電       ,20180227,-0.002028
2330,台積電       ,20180301,-0.012195
2330,台積電       ,20180302,-0.012346
2330,台積電       ,20180305,0.00625
2330,台積電       ,20180306,0.035197
2330,台積電       ,20180307,-0.012
2330,台積電       ,20180308,0.010121
2330,台積電       ,20180309,0.004008
2330,台積電       ,20180312,0.013972
2330,台積電       ,20180313,0.019685
2330,台積電       ,20180314,-0.007722
2330,台積電       ,20180315,-0.007782
2330,台積電       ,20180316,0
2330,台積電       ,20180319,0
2330,台積電       ,20180320,-0.007843
2330,台積電       ,20180321,-0.001976
2330,台積電       ,20180322,-0.00396
2330,台積電       ,20180323,-0.025845
2330,台積電       ,20180326,-0.006122
2330,台積電       ,20180327,0.030801
2330,台積電       ,20180328,-0.023904
2330,台積電       ,20180329,-0.004082
2330,台積電       ,20180330,0.008197
2330,台積電       ,20180331,0.006098
2330,台積電       ,20180402,-0.00404
2330,台積電       ,20180403,-0.010142
2330,台積電       ,20180409,0.004098
2330,台積電       ,20180410,0.002041
2330,台積電       ,20180411,0.010183
2330,台積電       ,20180412,-0.012097
2330,台積電       ,20180413,-0.002041
2330,台積電       ,20180416,-0.00409
2330,台積電       ,20180417,-0.022587
2330,台積電       ,20180418,0
2330,台積電       ,20180419,0.027311
2330,台積電       ,20180420,-0.063395
2330,台積電       ,20180423,-0.010917
2330,台積電       ,20180424,0.002208
2330,台積電       ,20180425,-0.008811
2330,台積電       ,20180426,-0.013333
2330,台積電       ,20180427,0.006757
2330,台積電       ,20180430,0.01566
2330,台積電       ,20180502,-0.017621
2330,台積電       ,20180503,-0.011211
2330,台積電       ,20180504,0.011338
2330,台積電       ,20180507,0.002242
2330,台積電       ,20180508,0.020134
2330,台積電       ,20180509,0.006579
2330,台積電       ,20180510,0
2330,台積電       ,20180511,0.015251
2330,台積電       ,20180514,0
2330,台積電       ,20180515,-0.01073
2330,台積電       ,20180516,0
2330,台積電       ,20180517,-0.017354
2330,台積電       ,20180518,-0.013245
2330,台積電       ,20180521,0.024609
2330,台積電       ,20180522,0
2330,台積電       ,20180523,-0.002183
2330,台積電       ,20180524,0.002188
2330,台積電       ,20180525,-0.002183
2330,台積電       ,20180528,-0.006565
2330,台積電       ,20180529,-0.008811
2330,台積電       ,20180530,-0.017778
2330,台積電       ,20180531,0.013575
2330,台積電       ,20180601,0
2330,台積電       ,20180604,0.022321
2330,台積電       ,20180605,0
2330,台積電       ,20180606,0.004367
2330,台積電       ,20180607,0
2330,台積電       ,20180608,-0.013043
2330,台積電       ,20180611,-0.004405
2330,台積電       ,20180612,0.013274
2330,台積電       ,20180613,0.0131
2330,台積電       ,20180614,-0.023707
2330,台積電       ,20180615,0.019868
2330,台積電       ,20180619,-0.025974
2330,台積電       ,20180620,0.004444
2330,台積電       ,20180621,0.002212
2330,台積電       ,20180622,0.004415
2330,台積電       ,20180625,-0.006593
2330,台積電       ,20180626,-0.016055
2330,台積電       ,20180627,-0.006993
2330,台積電       ,20180628,-0.004695
2330,台積電       ,20180629,0.021226
2330,台積電       ,20180702,-0.011547
2330,台積電       ,20180703,0.002336
2330,台積電       ,20180704,0.006993
2330,台積電       ,20180705,-0.006944
2330,台積電       ,20180706,0.011655
2330,台積電       ,20180709,0.020737
2330,台積電       ,20180710,0.002257
2330,台積電       ,20180711,-0.009009
2330,台積電       ,20180712,0.002273
2330,台積電       ,20180713,0.018141
2330,台積電       ,20180716,-0.004454
2330,台積電       ,20180717,-0.008949
2330,台積電       ,20180718,0.006772
2330,台積電       ,20180719,0.006726
2330,台積電       ,20180720,0.057906
2330,台積電       ,20180723,0.014737
2330,台積電       ,20180724,0
2330,台積電       ,20180725,-0.002075
2330,台積電       ,20180726,0.002079
2330,台積電       ,20180727,0.014523
2330,台積電       ,20180730,0.00409
2330,台積電       ,20180731,0.002037
2330,台積電       ,20180801,0.00813
2330,台積電       ,20180802,-0.014113
2330,台積電       ,20180803,0.010225
2330,台積電       ,20180806,-0.006073
2330,台積電       ,20180807,-0.016293
2330,台積電       ,20180808,0.024845
2330,台積電       ,20180809,-0.00202
2330,台積電       ,20180810,-0.008097
2330,台積電       ,20180813,-0.018367
2330,台積電       ,20180814,0.012474
2330,台積電       ,20180815,-0.008214
2330,台積電       ,20180816,-0.010352
2330,台積電       ,20180817,0.002092
2330,台積電       ,20180820,0
2330,台積電       ,20180821,0.006263
2330,台積電       ,20180822,0.004149
2330,台積電       ,20180823,0.010331
2330,台積電       ,20180824,-0.00409
2330,台積電       ,20180827,0.00616
2330,台積電       ,20180828,0.018367
2330,台積電       ,20180829,0.038076
2330,台積電       ,20180830,0.017375
2330,台積電       ,20180831,-0.028463
2330,台積電       ,20180903,0.003906
2330,台積電       ,20180904,0.001946
2330,台積電       ,20180905,0.025243
2330,台積電       ,20180906,-0.011364
2330,台積電       ,20180907,0.011494
2330,台積電       ,20180910,0.001894
2330,台積電       ,20180911,-0.017013
2330,台積電       ,20180912,0.001923
2330,台積電       ,20180913,-0.021113
2330,台積電       ,20180914,0.023529
2330,台積電       ,20180917,-0.011494
2330,台積電       ,20180918,-0.013566
2330,台積電       ,20180919,0.013752
2330,台積電       ,20180920,0.007752
2330,台積電       ,20180921,0.005769
2330,台積電       ,20180925,0.007648
2330,台積電       ,20180926,0
2330,台積電       ,20180927,0.005693
2330,台積電       ,20180928,-0.009434
2330,台積電       ,20181001,0.001905
2330,台積電       ,20181002,-0.020913
2330,台積電       ,20181003,0.009709
2330,台積電       ,20181004,-0.023077
2330,台積電       ,20181005,-0.015748
2330,台積電       ,20181008,-0.026
2330,台積電       ,20181009,0.002053
2330,台積電       ,20181011,-0.067623
2330,台積電       ,20181012,0.041758
2330,台積電       ,20181015,-0.027426
2330,台積電       ,20181016,0.0282
2330,台積電       ,20181017,0.006329
2330,台積電       ,20181018,-0.008386
2330,台積電       ,20181019,-0.002114
2330,台積電       ,20181022,0.004237
2330,台積電       ,20181023,-0.029536
2330,台積電       ,20181024,-0.002174
2330,台積電       ,20181025,-0.043573
2330,台積電       ,20181026,0.006834
2330,台積電       ,20181029,0.006787
2330,台積電       ,20181030,0.002247
2330,台積電       ,20181031,0.049327
2330,台積電       ,20181101,0.00641
2330,台積電       ,20181102,0.004246
2330,台積電       ,20181105,-0.006342
2330,台積電       ,20181106,-0.002128
2330,台積電       ,20181107,-0.002132
2330,台積電       ,20181108,0.010684
2330,台積電       ,20181109,-0.023256
2330,台積電       ,20181112,0.002165
2330,台積電       ,20181113,-0.017279
2330,台積電       ,20181114,0.004396
2330,台積電       ,20181115,0.010941
2330,台積電       ,20181116,-0.021645
2330,台積電       ,20181119,-0.017699
2330,台積電       ,20181120,-0.018018
2330,台積電       ,20181121,0.004587
2330,台積電       ,20181122,0
2330,台積電       ,20181123,-0.002283
2330,台積電       ,20181126,0.020595
2330,台積電       ,20181127,0.004484
2330,台積電       ,20181128,0.011161
2330,台積電       ,20181129,0.011038
2330,台積電       ,20181130,-0.015284
2330,台積電       ,20181203,0.042129
2330,台積電       ,20181204,-0.004255
2330,台積電       ,20181205,-0.034188
2330,台積電       ,20181206,-0.026549
2330,台積電       ,20181207,0.004545
2330,台積電       ,20181210,-0.00905
2330,台積電       ,20181211,0.015982
2330,台積電       ,20181212,0.017978
2330,台積電       ,20181213,-0.002208
2330,台積電       ,20181214,-0.015487
2330,台積電       ,20181217,0.004494
2330,台積電       ,20181218,-0.004474
2330,台積電       ,20181219,0.013483
2330,台積電       ,20181220,-0.019956
