證券代碼,簡稱,年月日,報酬率小數點
2330,台積電       ,20181221,0.011312
2330,台積電       ,20181222,-0.008949
2330,台積電       ,20181224,-0.006772
2330,台積電       ,20181225,-0.011364
2330,台積電       ,20181226,-0.004598
2330,台積電       ,20181227,0.030023
2330,台積電       ,20181228,0.011211
2882,國泰金       ,20180102,0.013084
2882,國泰金       ,20180103,0.01845
2882,國泰金       ,20180104,0.003623
2882,國泰金       ,20180105,0.005415
2882,國泰金       ,20180108,0
2882,國泰金       ,20180109,0.001795
2882,國泰金       ,20180110,-0.003584
2882,國泰金       ,20180111,-0.003597
2882,國泰金       ,20180112,0.00361
2882,國泰金       ,20180115,0.016187
2882,國泰金       ,20180116,0.00177
2882,國泰金       ,20180117,-0.0053
2882,國泰金       ,20180118,-0.007105
2882,國泰金       ,20180119,0.001789
2882,國泰金       ,20180122,-0.007143
2882,國泰金       ,20180123,0.007194
2882,國泰金       ,20180124,-0.005357
2882,國泰金       ,20180125,-0.001795
2882,國泰金       ,20180126,-0.016187
2882,國泰金       ,20180129,0.009141
2882,國泰金       ,20180130,-0.014493
2882,國泰金       ,20180131,0.003676
2882,國泰金       ,20180201,0.003663
2882,國泰金       ,20180202,-0.001825
2882,國泰金       ,20180205,-0.010969
2882,國泰金       ,20180206,-0.060998
2882,國泰金       ,20180207,0.037402
2882,國泰金       ,20180208,0.011385
2882,國泰金       ,20180209,-0.009381
2882,國泰金       ,20180212,0.003788
2882,國泰金       ,20180221,0.018868
2882,國泰金       ,20180222,0.003704
2882,國泰金       ,20180223,0.009225
2882,國泰金       ,20180226,-0.007313
2882,國泰金       ,20180227,0.003683
2882,國泰金       ,20180301,-0.011009
2882,國泰金       ,20180302,-0.011132
2882,國泰金       ,20180305,-0.013133
2882,國泰金       ,20180306,0.003802
2882,國泰金       ,20180307,-0.005682
2882,國泰金       ,20180308,-0.001905
2882,國泰金       ,20180309,-0.007634
2882,國泰金       ,20180312,0.048077
2882,國泰金       ,20180313,-0.011009
2882,國泰金       ,20180314,0
2882,國泰金       ,20180315,-0.009276
2882,國泰金       ,20180316,0
2882,國泰金       ,20180319,0.003745
2882,國泰金       ,20180320,-0.007463
2882,國泰金       ,20180321,0.003759
2882,國泰金       ,20180322,0
2882,國泰金       ,20180323,-0.022472
2882,國泰金       ,20180326,0.011494
2882,國泰金       ,20180327,0.00947
2882,國泰金       ,20180328,-0.015009
2882,國泰金       ,20180329,-0.013333
2882,國泰金       ,20180330,0.001931
2882,國泰金       ,20180331,0.011561
2882,國泰金       ,20180402,0
2882,國泰金       ,20180403,-0.009524
2882,國泰金       ,20180409,0.019231
2882,國泰金       ,20180410,0
2882,國泰金       ,20180411,0.00566
2882,國泰金       ,20180412,0
2882,國泰金       ,20180413,-0.009381
2882,國泰金       ,20180416,-0.005682
2882,國泰金       ,20180417,-0.017143
2882,國泰金       ,20180418,0.007752
2882,國泰金       ,20180419,0.017308
2882,國泰金       ,20180420,-0.007561
2882,國泰金       ,20180423,0
2882,國泰金       ,20180424,0
2882,國泰金       ,20180425,-0.005714
2882,國泰金       ,20180426,0.011494
2882,國泰金       ,20180427,0.013258
2882,國泰金       ,20180430,0
2882,國泰金       ,20180502,0
2882,國泰金       ,20180503,-0.011215
2882,國泰金       ,20180504,-0.00189
2882,國泰金       ,20180507,0.003788
2882,國泰金       ,20180508,0.009434
2882,國泰金       ,20180509,0.001869
2882,國泰金       ,20180510,-0.005597
2882,國泰金       ,20180511,0.02439
2882,國泰金       ,20180514,0.007326
2882,國泰金       ,20180515,-0.018182
2882,國泰金       ,20180516,0.016667
2882,國泰金       ,20180517,0
2882,國泰金       ,20180518,-0.009107
2882,國泰金       ,20180521,0.011029
2882,國泰金       ,20180522,-0.005455
2882,國泰金       ,20180523,-0.012797
2882,國泰金       ,20180524,0.003704
2882,國泰金       ,20180525,-0.005535
2882,國泰金       ,20180528,0.003711
2882,國泰金       ,20180529,0
2882,國泰金       ,20180530,-0.022181
2882,國泰金       ,20180531,0.013233
2882,國泰金       ,20180601,-0.001866
2882,國泰金       ,20180604,0.009346
2882,國泰金       ,20180605,0.005556
2882,國泰金       ,20180606,0.01105
2882,國泰金       ,20180607,0.001821
2882,國泰金       ,20180608,0
2882,國泰金       ,20180611,0.007273
2882,國泰金       ,20180612,-0.005415
2882,國泰金       ,20180613,0.00726
2882,國泰金       ,20180614,-0.018018
2882,國泰金       ,20180615,0.014679
2882,國泰金       ,20180619,-0.005425
2882,國泰金       ,20180620,0.009091
2882,國泰金       ,20180621,0.007207
2882,國泰金       ,20180622,0.001789
2882,國泰金       ,20180625,-0.007143
2882,國泰金       ,20180626,-0.001799
2882,國泰金       ,20180627,-0.003774
2882,國泰金       ,20180628,0.003788
2882,國泰金       ,20180629,0.015094
2882,國泰金       ,20180702,-0.011152
2882,國泰金       ,20180703,-0.020677
2882,國泰金       ,20180704,-0.003839
2882,國泰金       ,20180705,-0.009634
2882,國泰金       ,20180706,-0.007782
2882,國泰金       ,20180709,0.013725
2882,國泰金       ,20180710,0.001934
2882,國泰金       ,20180711,-0.011583
2882,國泰金       ,20180712,0.017578
2882,國泰金       ,20180713,0.001919
2882,國泰金       ,20180716,-0.003831
2882,國泰金       ,20180717,0.003846
2882,國泰金       ,20180718,0.009579
2882,國泰金       ,20180719,-0.005693
2882,國泰金       ,20180720,-0.001908
2882,國泰金       ,20180723,0
2882,國泰金       ,20180724,-0.003824
2882,國泰金       ,20180725,0
2882,國泰金       ,20180726,0
2882,國泰金       ,20180727,0.005758
2882,國泰金       ,20180730,-0.003817
2882,國泰金       ,20180731,0.009579
2882,國泰金       ,20180801,-0.003795
2882,國泰金       ,20180802,-0.009524
2882,國泰金       ,20180803,0.015385
2882,國泰金       ,20180806,0.003788
2882,國泰金       ,20180807,-0.009434
2882,國泰金       ,20180808,0.009524
2882,國泰金       ,20180809,-0.00566
2882,國泰金       ,20180810,0.005693
2882,國泰金       ,20180813,-0.018868
2882,國泰金       ,20180814,0.003846
2882,國泰金       ,20180815,-0.005747
2882,國泰金       ,20180816,-0.007707
2882,國泰金       ,20180817,0.005825
2882,國泰金       ,20180820,-0.009653
2882,國泰金       ,20180821,0.011696
2882,國泰金       ,20180822,0.003854
2882,國泰金       ,20180823,0.007678
2882,國泰金       ,20180824,0.005714
2882,國泰金       ,20180827,0
2882,國泰金       ,20180828,-0.001894
2882,國泰金       ,20180829,-0.001898
2882,國泰金       ,20180830,-0.007605
2882,國泰金       ,20180831,0.007663
2882,國泰金       ,20180903,-0.011407
2882,國泰金       ,20180904,0.003846
2882,國泰金       ,20180905,-0.007663
2882,國泰金       ,20180906,-0.005792
2882,國泰金       ,20180907,-0.005825
2882,國泰金       ,20180910,-0.005859
2882,國泰金       ,20180911,-0.007859
2882,國泰金       ,20180912,0
2882,國泰金       ,20180913,0
2882,國泰金       ,20180914,0.013861
2882,國泰金       ,20180917,0
2882,國泰金       ,20180918,-0.005859
2882,國泰金       ,20180919,0.009823
2882,國泰金       ,20180920,0.015564
2882,國泰金       ,20180921,0.01341
2882,國泰金       ,20180925,-0.00189
2882,國泰金       ,20180926,0.003788
2882,國泰金       ,20180927,-0.003774
2882,國泰金       ,20180928,-0.005682
2882,國泰金       ,20181001,0.007619
2882,國泰金       ,20181002,-0.011342
2882,國泰金       ,20181003,-0.001912
2882,國泰金       ,20181004,-0.009579
2882,國泰金       ,20181005,-0.009671
2882,國泰金       ,20181008,0.013672
2882,國泰金       ,20181009,0.009634
2882,國泰金       ,20181011,-0.043893
2882,國泰金       ,20181012,0.00998
2882,國泰金       ,20181015,-0.011858
2882,國泰金       ,20181016,0.008
2882,國泰金       ,20181017,-0.007937
2882,國泰金       ,20181018,0
2882,國泰金       ,20181019,0.006
2882,國泰金       ,20181022,0
2882,國泰金       ,20181023,-0.019881
2882,國泰金       ,20181024,0.009128
2882,國泰金       ,20181025,-0.021106
2882,國泰金       ,20181026,-0.026694
2882,國泰金       ,20181029,0.00211
2882,國泰金       ,20181030,0.017895
2882,國泰金       ,20181031,0.013444
2882,國泰金       ,20181101,-0.005102
2882,國泰金       ,20181102,0.015385
2882,國泰金       ,20181105,0.00202
2882,國泰金       ,20181106,-0.004032
2882,國泰金       ,20181107,0.01417
2882,國泰金       ,20181108,0.015968
2882,國泰金       ,20181109,0.001965
2882,國泰金       ,20181112,-0.003922
2882,國泰金       ,20181113,-0.011811
2882,國泰金       ,20181114,0.003984
2882,國泰金       ,20181115,0.007937
2882,國泰金       ,20181116,-0.001969
2882,國泰金       ,20181119,0.005917
2882,國泰金       ,20181120,-0.015686
2882,國泰金       ,20181121,0
2882,國泰金       ,20181122,0.003984
2882,國泰金       ,20181123,-0.008929
2882,國泰金       ,20181126,-0.008008
2882,國泰金       ,20181127,-0.010091
2882,國泰金       ,20181128,-0.005097
2882,國泰金       ,20181129,-0.005123
2882,國泰金       ,20181130,0
2882,國泰金       ,20181203,0.011329
2882,國泰金       ,20181204,-0.003055
2882,國泰金       ,20181205,-0.011236
2882,國泰金       ,20181206,-0.003099
2882,國泰金       ,20181207,-0.002073
2882,國泰金       ,20181210,-0.011423
2882,國泰金       ,20181211,0
2882,國泰金       ,20181212,-0.002101
2882,國泰金       ,20181213,0.015789
2882,國泰金       ,20181214,-0.014508
2882,國泰金       ,20181217,0.003155
2882,國泰金       ,20181218,-0.010482
2882,國泰金       ,20181219,0.001059
2882,國泰金       ,20181220,-0.005291
2882,國泰金       ,20181221,-0.001064
2882,國泰金       ,20181222,-0.00213
2882,國泰金       ,20181224,-0.007471
2882,國泰金       ,20181225,-0.010753
2882,國泰金       ,20181226,0
2882,國泰金       ,20181227,0.015217
2882,國泰金       ,20181228,0.006424
2912,統一超       ,20180102,0.012324
2912,統一超       ,20180103,-0.010435
2912,統一超       ,20180104,0.003515
2912,統一超       ,20180105,-0.008757
2912,統一超       ,20180108,0.014134
2912,統一超       ,20180109,-0.001742
2912,統一超       ,20180110,-0.012216
2912,統一超       ,20180111,0.003534
2912,統一超       ,20180112,0.001761
2912,統一超       ,20180115,0.005272
2912,統一超       ,20180116,-0.003497
2912,統一超       ,20180117,0.010526
2912,統一超       ,20180118,0.010417
2912,統一超       ,20180119,-0.012027
2912,統一超       ,20180122,-0.001739
2912,統一超       ,20180123,0.005226
2912,統一超       ,20180124,-0.005199
2912,統一超       ,20180125,0.013937
2912,統一超       ,20180126,-0.008591
2912,統一超       ,20180129,0.010399
2912,統一超       ,20180130,-0.018868
2912,統一超       ,20180131,0.008741
2912,統一超       ,20180201,0.010399
2912,統一超       ,20180202,-0.001715
2912,統一超       ,20180205,-0.008591
2912,統一超       ,20180206,-0.041594
2912,統一超       ,20180207,0.012658
2912,統一超       ,20180208,-0.014286
2912,統一超       ,20180209,-0.01087
2912,統一超       ,20180212,0.001832
2912,統一超       ,20180221,0.025594
2912,統一超       ,20180222,0.005348
2912,統一超       ,20180223,0.01773
2912,統一超       ,20180226,0.057491
2912,統一超       ,20180227,-0.029654
2912,統一超       ,20180301,0
2912,統一超       ,20180302,-0.013582
2912,統一超       ,20180305,-0.008606
2912,統一超       ,20180306,-0.001736
2912,統一超       ,20180307,0.001739
2912,統一超       ,20180308,-0.003472
2912,統一超       ,20180309,0.013937
2912,統一超       ,20180312,0.006873
2912,統一超       ,20180313,0.008532
2912,統一超       ,20180314,-0.011844
2912,統一超       ,20180315,0.005137
2912,統一超       ,20180316,0.028961
2912,統一超       ,20180319,-0.013245
2912,統一超       ,20180320,0.001678
2912,統一超       ,20180321,0.00335
2912,統一超       ,20180322,-0.016694
2912,統一超       ,20180323,-0.005093
2912,統一超       ,20180326,0.006826
2912,統一超       ,20180327,0.00678
2912,統一超       ,20180328,0
2912,統一超       ,20180329,-0.013468
2912,統一超       ,20180330,0.010239
2912,統一超       ,20180331,-0.006757
2912,統一超       ,20180402,0.005102
2912,統一超       ,20180403,0.00846
2912,統一超       ,20180409,0.005034
2912,統一超       ,20180410,0.010017
2912,統一超       ,20180411,-0.006612
2912,統一超       ,20180412,0.003328
2912,統一超       ,20180413,0.004975
2912,統一超       ,20180416,-0.008251
2912,統一超       ,20180417,0.003328
2912,統一超       ,20180418,0.003317
2912,統一超       ,20180419,0.009917
2912,統一超       ,20180420,-0.006547
2912,統一超       ,20180423,-0.028007
2912,統一超       ,20180424,0
2912,統一超       ,20180425,0
2912,統一超       ,20180426,-0.00678
2912,統一超       ,20180427,-0.001706
2912,統一超       ,20180430,0
2912,統一超       ,20180502,0.006838
2912,統一超       ,20180503,-0.006791
2912,統一超       ,20180504,-0.006838
2912,統一超       ,20180507,0
2912,統一超       ,20180508,0.010327
2912,統一超       ,20180509,-0.013629
2912,統一超       ,20180510,0.039724
2912,統一超       ,20180511,0.006645
2912,統一超       ,20180514,-0.0033
2912,統一超       ,20180515,0.014901
2912,統一超       ,20180516,0.003263
2912,統一超       ,20180517,-0.00813
2912,統一超       ,20180518,0.022951
2912,統一超       ,20180521,-0.004808
2912,統一超       ,20180522,-0.016103
2912,統一超       ,20180523,0.006547
2912,統一超       ,20180524,0.011382
2912,統一超       ,20180525,-0.009646
2912,統一超       ,20180528,-0.003247
2912,統一超       ,20180529,0.006515
2912,統一超       ,20180530,-0.012945
2912,統一超       ,20180531,0.006557
2912,統一超       ,20180601,0.016287
2912,統一超       ,20180604,0.009615
2912,統一超       ,20180605,0.02381
2912,統一超       ,20180606,-0.010853
2912,統一超       ,20180607,-0.014107
2912,統一超       ,20180608,0.004769
2912,統一超       ,20180611,-0.001582
2912,統一超       ,20180612,0.006339
2912,統一超       ,20180613,0.004724
2912,統一超       ,20180614,-0.017241
2912,統一超       ,20180615,-0.001595
2912,統一超       ,20180619,0.028754
2912,統一超       ,20180620,0.003106
2912,統一超       ,20180621,0.034056
2912,統一超       ,20180622,-0.008982
2912,統一超       ,20180625,0.012085
2912,統一超       ,20180626,0.041791
2912,統一超       ,20180627,-0.024355
2912,統一超       ,20180628,0.001468
2912,統一超       ,20180629,0.013196
2912,統一超       ,20180702,-0.02026
2912,統一超       ,20180703,0.002954
2912,統一超       ,20180704,0.014728
2912,統一超       ,20180705,-0.008708
2912,統一超       ,20180706,0.014641
2912,統一超       ,20180709,0.01443
2912,統一超       ,20180710,-0.004267
2912,統一超       ,20180711,0.008571
2912,統一超       ,20180712,-0.005666
2912,統一超       ,20180713,0.014245
2912,統一超       ,20180716,-0.016854
2912,統一超       ,20180717,-0.007143
2912,統一超       ,20180718,0.008633
2912,統一超       ,20180719,-0.00428
2912,統一超       ,20180720,0.025788
2912,統一超       ,20180723,0.039106
2912,統一超       ,20180724,-0.012097
2912,統一超       ,20180725,-0.09932
2912,統一超       ,20180726,0.013595
2912,統一超       ,20180727,-0.014903
2912,統一超       ,20180730,-0.001513
2912,統一超       ,20180731,0.019697
2912,統一超       ,20180801,-0.016345
2912,統一超       ,20180802,-0.001634
2912,統一超       ,20180803,0.01473
2912,統一超       ,20180806,0.003226
2912,統一超       ,20180807,-0.006431
2912,統一超       ,20180808,0.012945
2912,統一超       ,20180809,-0.019169
2912,統一超       ,20180810,0.008143
2912,統一超       ,20180813,-0.008078
2912,統一超       ,20180814,0.019544
2912,統一超       ,20180815,0.007987
2912,統一超       ,20180816,0.011094
2912,統一超       ,20180817,-0.004702
2912,統一超       ,20180820,-0.029921
2912,統一超       ,20180821,0.030844
2912,統一超       ,20180822,0.017323
2912,統一超       ,20180823,0.003096
2912,統一超       ,20180824,0
2912,統一超       ,20180827,0.007716
2912,統一超       ,20180828,0.004594
2912,統一超       ,20180829,0.007622
2912,統一超       ,20180830,-0.003026
2912,統一超       ,20180831,0.016692
2912,統一超       ,20180903,-0.022388
2912,統一超       ,20180904,-0.001527
2912,統一超       ,20180905,-0.015291
2912,統一超       ,20180906,0.024845
2912,統一超       ,20180907,0.007576
2912,統一超       ,20180910,0.016541
2912,統一超       ,20180911,0.026627
2912,統一超       ,20180912,0.017291
2912,統一超       ,20180913,0.028329
2912,統一超       ,20180914,-0.028926
2912,統一超       ,20180917,0.012766
2912,統一超       ,20180918,-0.014006
2912,統一超       ,20180919,0.019886
2912,統一超       ,20180920,-0.034819
2912,統一超       ,20180921,0.024531
2912,統一超       ,20180925,-0.012676
2912,統一超       ,20180926,0.002853
2912,統一超       ,20180927,0.024182
2912,統一超       ,20180928,-0.004167
2912,統一超       ,20181001,-0.002789
2912,統一超       ,20181002,-0.00979
2912,統一超       ,20181003,0.002825
2912,統一超       ,20181004,-0.056338
2912,統一超       ,20181005,0.001493
2912,統一超       ,20181008,0.007452
2912,統一超       ,20181009,0.023669
2912,統一超       ,20181011,-0.078035
2912,統一超       ,20181012,0.03605
2912,統一超       ,20181015,0.009077
2912,統一超       ,20181016,-0.001499
2912,統一超       ,20181017,-0.021021
2912,統一超       ,20181018,0.027607
2912,統一超       ,20181019,0
2912,統一超       ,20181022,-0.002985
2912,統一超       ,20181023,-0.013473
2912,統一超       ,20181024,0.025797
2912,統一超       ,20181025,0
2912,統一超       ,20181026,0.014793
2912,統一超       ,20181029,-0.014577
2912,統一超       ,20181030,0.025148
2912,統一超       ,20181031,0.007215
2912,統一超       ,20181101,-0.012894
2912,統一超       ,20181102,-0.007257
2912,統一超       ,20181105,-0.010234
2912,統一超       ,20181106,-0.031019
2912,統一超       ,20181107,-0.035061
2912,統一超       ,20181108,0.025276
2912,統一超       ,20181109,-0.021572
2912,統一超       ,20181112,-0.00315
2912,統一超       ,20181113,-0.00158
2912,統一超       ,20181114,0.003165
2912,統一超       ,20181115,0.012618
2912,統一超       ,20181116,-0.012461
2912,統一超       ,20181119,0.009464
2912,統一超       ,20181120,0.004687
2912,統一超       ,20181121,0.001555
2912,統一超       ,20181122,-0.003106
2912,統一超       ,20181123,-0.004673
2912,統一超       ,20181126,0.00626
2912,統一超       ,20181127,0.00311
2912,統一超       ,20181128,0.017054
2912,統一超       ,20181129,-0.01372
2912,統一超       ,20181130,-0.017002
2912,統一超       ,20181203,0.001572
2912,統一超       ,20181204,-0.006279
2912,統一超       ,20181205,0.004739
2912,統一超       ,20181206,-0.034591
2912,統一超       ,20181207,0.019544
2912,統一超       ,20181210,-0.015974
2912,統一超       ,20181211,0.037338
2912,統一超       ,20181212,-0.020344
2912,統一超       ,20181213,0.017572
2912,統一超       ,20181214,-0.010989
2912,統一超       ,20181217,0.003175
2912,統一超       ,20181218,-0.004747
2912,統一超       ,20181219,0.015898
2912,統一超       ,20181220,-0.00313
2912,統一超       ,20181221,-0.028257
2912,統一超       ,20181222,0.004847
2912,統一超       ,20181224,0
2912,統一超       ,20181225,-0.008039
2912,統一超       ,20181226,-0.004862
2912,統一超       ,20181227,0.016287
2912,統一超       ,20181228,-0.003205
3045,台灣大       ,20180102,0.004651
3045,台灣大       ,20180103,0.00463
3045,台灣大       ,20180104,0
3045,台灣大       ,20180105,0
3045,台灣大       ,20180108,0.013825
3045,台灣大       ,20180109,0.009091
3045,台灣大       ,20180110,-0.009009
3045,台灣大       ,20180111,0.009091
3045,台灣大       ,20180112,0
3045,台灣大       ,20180115,0.009009
3045,台灣大       ,20180116,-0.008929
3045,台灣大       ,20180117,0
3045,台灣大       ,20180118,-0.013514
3045,台灣大       ,20180119,0
3045,台灣大       ,20180122,0
3045,台灣大       ,20180123,0
3045,台灣大       ,20180124,0.004566
3045,台灣大       ,20180125,0
3045,台灣大       ,20180126,0.004545
3045,台灣大       ,20180129,0.00905
3045,台灣大       ,20180130,-0.004484
3045,台灣大       ,20180131,0.004505
3045,台灣大       ,20180201,0
3045,台灣大       ,20180202,-0.022422
3045,台灣大       ,20180205,0
3045,台灣大       ,20180206,-0.027523
3045,台灣大       ,20180207,0.018868
3045,台灣大       ,20180208,-0.009259
3045,台灣大       ,20180209,0
3045,台灣大       ,20180212,0.004673
3045,台灣大       ,20180221,0.004651
3045,台灣大       ,20180222,-0.009259
3045,台灣大       ,20180223,0.004673
3045,台灣大       ,20180226,0
3045,台灣大       ,20180227,0
3045,台灣大       ,20180301,-0.009302
3045,台灣大       ,20180302,0.004695
3045,台灣大       ,20180305,-0.004673
3045,台灣大       ,20180306,0.00939
3045,台灣大       ,20180307,-0.004651
3045,台灣大       ,20180308,0
3045,台灣大       ,20180309,-0.004673
3045,台灣大       ,20180312,-0.004695
3045,台灣大       ,20180313,0
3045,台灣大       ,20180314,0
3045,台灣大       ,20180315,0
3045,台灣大       ,20180316,-0.004717
3045,台灣大       ,20180319,0.004739
3045,台灣大       ,20180320,0
3045,台灣大       ,20180321,0.009434
3045,台灣大       ,20180322,0.009346
3045,台灣大       ,20180323,-0.009259
3045,台灣大       ,20180326,0.009346
3045,台灣大       ,20180327,0.00463
3045,台灣大       ,20180328,0
3045,台灣大       ,20180329,0.004608
3045,台灣大       ,20180330,0.004587
3045,台灣大       ,20180331,0.004566
3045,台灣大       ,20180402,0
3045,台灣大       ,20180403,-0.004545
3045,台灣大       ,20180409,0.004566
3045,台灣大       ,20180410,0
3045,台灣大       ,20180411,0
3045,台灣大       ,20180412,-0.004545
3045,台灣大       ,20180413,-0.004566
3045,台灣大       ,20180416,0.013761
3045,台灣大       ,20180417,-0.00905
3045,台灣大       ,20180418,0.004566
3045,台灣大       ,20180419,0
3045,台灣大       ,20180420,0
3045,台灣大       ,20180423,0
3045,台灣大       ,20180424,-0.009091
3045,台灣大       ,20180425,-0.004587
3045,台灣大       ,20180426,0.004608
3045,台灣大       ,20180427,0
3045,台灣大       ,20180430,0.004587
3045,台灣大       ,20180502,0.013699
3045,台灣大       ,20180503,-0.009009
3045,台灣大       ,20180504,-0.004545
3045,台灣大       ,20180507,-0.004566
3045,台灣大       ,20180508,0.009174
3045,台灣大       ,20180509,-0.013636
3045,台灣大       ,20180510,-0.004608
3045,台灣大       ,20180511,-0.009259
3045,台灣大       ,20180514,0
3045,台灣大       ,20180515,0
3045,台灣大       ,20180516,0.004673
3045,台灣大       ,20180517,0
3045,台灣大       ,20180518,0.009302
3045,台灣大       ,20180521,0
3045,台灣大       ,20180522,0
3045,台灣大       ,20180523,0
3045,台灣大       ,20180524,0.004608
3045,台灣大       ,20180525,0.004587
3045,台灣大       ,20180528,0.004566
3045,台灣大       ,20180529,0
3045,台灣大       ,20180530,-0.004545
3045,台灣大       ,20180531,0.004566
3045,台灣大       ,20180601,0.004545
3045,台灣大       ,20180604,0
3045,台灣大       ,20180605,-0.004525
3045,台灣大       ,20180606,-0.004545
3045,台灣大       ,20180607,0.009132
3045,台灣大       ,20180608,0
3045,台灣大       ,20180611,-0.004525
3045,台灣大       ,20180612,0.004545
3045,台灣大       ,20180613,0.004525
3045,台灣大       ,20180614,-0.009009
3045,台灣大       ,20180615,-0.004545
3045,台灣大       ,20180619,0
3045,台灣大       ,20180620,0.004566
3045,台灣大       ,20180621,0.009091
3045,台灣大       ,20180622,0
3045,台灣大       ,20180625,-0.004505
3045,台灣大       ,20180626,0
3045,台灣大       ,20180627,0
3045,台灣大       ,20180628,0.004525
3045,台灣大       ,20180629,-0.004505
3045,台灣大       ,20180702,-0.004525
3045,台灣大       ,20180703,0.004545
3045,台灣大       ,20180704,0.004525
3045,台灣大       ,20180705,-0.004505
3045,台灣大       ,20180706,0.004525
3045,台灣大       ,20180709,0.004505
3045,台灣大       ,20180710,0.000897
3045,台灣大       ,20180711,0
